"IMAGE","NEWACCT_NO","LINE_STAT","BILL_CYCL","DISTRICT","TENURE","CHURN_REASON","CHURN_GROUP","CURRENT_MTH_CHURN","COSTCENTRE","EFFC_STRT_DATE","EFFC_EXP_DATE"
31-OCT-19,"70245212.021.000084994","AC","01","TSING YI",227,"","","N","SCFD",01-OCT-17,30-SEP-20
31-OCT-19,"70245212.021.000084995","AC","01","TSING YI",227,"","","N","SCFD",01-OCT-17,30-SEP-20
31-OCT-19,"70245212.021.000084996","AC","01","TSING YI",227,"","","N","SCFD",01-OCT-17,30-SEP-20
31-OCT-19,"70245212.021.000084997","AC","01","TSING YI",227,"","","N","SCFD",01-OCT-17,30-SEP-20
31-OCT-19,"70245212.021.000084998","AC","01","TSING YI",227,"","","N","SCFD",01-OCT-17,30-SEP-20
31-OCT-19,"70245212.021.000084999","AC","01","TSING YI",227,"","","N","SCFD",01-OCT-17,30-SEP-20
31-OCT-19,"70245212.021.000085000","AC","01","TSING YI",227,"","","N","SCFD",01-OCT-17,30-SEP-20
31-OCT-19,"70245212.021.000085001","AC","01","TSING YI",227,"","","N","SCFD",01-OCT-17,30-SEP-20
31-OCT-19,"70245212.021.000085002","AC","01","TSING YI",227,"","","N","SCFD",01-OCT-17,30-SEP-20
31-OCT-19,"70245212.021.000085003","AC","01","TSING YI",227,"","","N","SCFD",01-OCT-17,30-SEP-20
31-OCT-19,"70245212.021.000085004","AC","01","TSING YI",227,"","","N","SCFD",01-OCT-17,30-SEP-20
31-OCT-19,"70245212.021.000085005","AC","01","TSING YI",227,"","","N","SCFD",01-OCT-17,30-SEP-20
31-OCT-19,"70245212.021.000085006","AC","01","TSING YI",227,"","","N","SCFD",01-OCT-17,30-SEP-20
31-OCT-19,"70245212.021.000085007","AC","01","TSING YI",227,"","","N","SCFD",01-OCT-17,30-SEP-20
31-OCT-19,"70245212.021.000085008","AC","01","TSING YI",227,"","","N","SCFD",01-OCT-17,30-SEP-20
31-OCT-19,"70245212.021.000085009","AC","01","TSING YI",227,"","","N","SCFD",01-OCT-17,30-SEP-20
31-OCT-19,"70245212.021.000085010","AC","01","TSING YI",227,"","","N","SCFD",01-OCT-17,30-SEP-20
31-OCT-19,"70245212.021.000085011","AC","01","TSING YI",227,"","","N","SCFD",01-OCT-17,30-SEP-20
31-OCT-19,"70245212.021.000085012","AC","01","TSING YI",227,"","","N","SCFD",01-OCT-17,30-SEP-20
31-OCT-19,"70245212.021.000085013","AC","01","TSING YI",227,"","","N","SCFD",01-OCT-17,30-SEP-20
31-OCT-19,"70245212.021.000085014","AC","01","TSING YI",227,"","","N","SCFD",01-OCT-17,30-SEP-20
31-OCT-19,"70245212.021.000085015","AC","01","TSING YI",227,"","","N","SCFD",01-OCT-17,30-SEP-20
31-OCT-19,"70245212.021.000085016","AC","01","TSING YI",227,"","","N","SCFD",01-OCT-17,30-SEP-20
31-OCT-19,"70245212.021.000085017","AC","01","TSING YI",227,"","","N","SCFD",01-OCT-17,30-SEP-20
31-OCT-19,"70245212.021.000085018","AC","01","TSING YI",227,"","","N","SCFD",01-OCT-17,30-SEP-20
31-OCT-19,"70245212.021.000085019","AC","01","TSING YI",227,"","","N","SCFD",01-OCT-17,30-SEP-20
31-OCT-19,"70245212.021.000085020","AC","01","TSING YI",227,"","","N","SCFD",01-OCT-17,30-SEP-20
31-OCT-19,"70245212.021.000085021","AC","01","TSING YI",227,"","","N","SCFD",01-OCT-17,30-SEP-20
31-OCT-19,"70245212.021.000085022","AC","01","TSING YI",227,"","","N","SCFD",01-OCT-17,30-SEP-20
31-OCT-19,"70245212.021.000085023","AC","01","TSING YI",227,"","","N","SCFD",01-OCT-17,30-SEP-20
31-OCT-19,"70245212.021.000085024","AC","01","TSING YI",227,"","","N","SCFD",01-OCT-17,30-SEP-20
31-OCT-19,"70245212.021.000085025","AC","01","TSING YI",227,"","","N","SCFD",01-OCT-17,30-SEP-20
31-OCT-19,"70245212.021.000085026","AC","01","TSING YI",227,"","","N","SCFD",01-OCT-17,30-SEP-20
31-OCT-19,"70245212.021.000085027","AC","01","TSING YI",227,"","","N","SCFD",01-OCT-17,30-SEP-20
31-OCT-19,"70245212.021.000085028","AC","01","TSING YI",227,"","","N","SCFD",01-OCT-17,30-SEP-20
31-OCT-19,"70245212.021.000085029","AC","01","TSING YI",227,"","","N","SCFD",01-OCT-17,30-SEP-20
31-OCT-19,"70245212.021.000085030","AC","01","TSING YI",227,"","","N","SCFD",01-OCT-17,30-SEP-20
31-OCT-19,"70245212.021.000085031","AC","01","TSING YI",227,"","","N","SCFD",01-OCT-17,30-SEP-20
31-OCT-19,"70245212.021.000085032","AC","01","TSING YI",227,"","","N","SCFD",01-OCT-17,30-SEP-20
31-OCT-19,"70245212.021.000085033","AC","01","TSING YI",227,"","","N","SCFD",01-OCT-17,30-SEP-20
31-OCT-19,"70245212.021.000085034","AC","01","TSING YI",227,"","","N","SCFD",01-OCT-17,30-SEP-20
31-OCT-19,"70245212.021.000085035","AC","01","TSING YI",227,"","","N","SCFD",01-OCT-17,30-SEP-20
31-OCT-19,"70245212.021.000085036","AC","01","TSING YI",227,"","","N","SCFD",01-OCT-17,30-SEP-20
31-OCT-19,"70245212.021.000085037","AC","01","TSING YI",227,"","","N","SCFD",01-OCT-17,30-SEP-20
31-OCT-19,"70245212.021.000085038","AC","01","TSING YI",227,"","","N","SCFD",01-OCT-17,30-SEP-20
31-OCT-19,"70245212.021.000085039","AC","01","TSING YI",227,"","","N","SCFD",01-OCT-17,30-SEP-20
31-OCT-19,"70245212.021.000085040","AC","01","TSING YI",227,"","","N","SCFD",01-OCT-17,30-SEP-20
31-OCT-19,"70245212.021.000085041","AC","01","TSING YI",227,"","","N","SCFD",01-OCT-17,30-SEP-20
31-OCT-19,"70245212.021.000085042","AC","01","TSING YI",227,"","","N","SCFD",01-OCT-17,30-SEP-20
31-OCT-19,"70245212.021.000085043","AC","01","TSING YI",227,"","","N","SCFD",01-OCT-17,30-SEP-20
31-OCT-19,"70245212.021.000085044","AC","01","TSING YI",227,"","","N","SCFD",01-OCT-17,30-SEP-20
31-OCT-19,"70245212.021.000085045","AC","01","TSING YI",227,"","","N","SCFD",01-OCT-17,30-SEP-20
31-OCT-19,"70245212.021.000085046","AC","01","TSING YI",227,"","","N","SCFD",01-OCT-17,30-SEP-20
31-OCT-19,"70245212.021.000085047","AC","01","TSING YI",227,"","","N","SCFD",01-OCT-17,30-SEP-20
31-OCT-19,"70245212.021.000085048","AC","01","TSING YI",227,"","","N","SCFD",01-OCT-17,30-SEP-20
31-OCT-19,"70245212.021.000085049","AC","01","TSING YI",227,"","","N","SCFD",01-OCT-17,30-SEP-20
31-OCT-19,"70245212.021.000085050","AC","01","TSING YI",227,"","","N","SCFD",01-OCT-17,30-SEP-20
31-OCT-19,"70245212.021.000085051","AC","01","TSING YI",227,"","","N","SCFD",01-OCT-17,30-SEP-20
31-OCT-19,"70245212.021.000085052","AC","01","TSING YI",227,"","","N","SCFD",01-OCT-17,30-SEP-20
31-OCT-19,"70245212.021.000085053","AC","01","TSING YI",227,"","","N","SCFD",01-OCT-17,30-SEP-20
31-OCT-19,"70245212.021.000085054","AC","01","TSING YI",227,"","","N","SCFD",01-OCT-17,30-SEP-20
31-OCT-19,"70245212.021.000085055","AC","01","TSING YI",227,"","","N","SCFD",01-OCT-17,30-SEP-20
31-OCT-19,"70245212.021.000085056","AC","01","TSING YI",227,"","","N","SCFD",01-OCT-17,30-SEP-20
31-OCT-19,"70245212.021.000085057","AC","01","TSING YI",227,"","","N","SCFD",01-OCT-17,30-SEP-20
31-OCT-19,"70245253.001.000002495","AC","01","MID-LEVELS",227,"","","N","SCFD",01-FEB-19,31-DEC-20
31-OCT-19,"70245253.002.000010084","AC","01","NORTH POINT",227,"","","N","SCFD",,
31-OCT-19,"70245253.006.000061722","AC","01","MID-LEVELS",227,"","","N","SCFD",01-JAN-18,31-DEC-19
31-JAN-19,"70245253.007.000064254","AC","01","MID-LEVELS",227,"No Use","No Use","Y","SCFD",,
31-OCT-19,"70245253.008.000068518","AC","01","MID-LEVELS",227,"","","N","SCFD",,
31-OCT-19,"70245253.009.000072208","AC","01","MID-LEVELS",227,"","","N","SCFD",30-DEC-18,29-DEC-20
31-OCT-19,"70245253.010.000072449","AC","01","MID-LEVELS",227,"","","N","SCFD",06-FEB-19,05-FEB-21
31-OCT-19,"70245253.011.000085466","AC","01","NORTH POINT",227,"","","N","SCFD",06-MAR-19,05-MAR-21
31-OCT-19,"70245253.012.000092882","AC","01","MID-LEVELS",227,"","","N","SCFD",29-JAN-19,28-JAN-22
31-MAR-19,"70256003.001.000002002","AC","01","KWUN TONG",220,"Parallel Run Order","Parallel Run Order","Y","SCFY",,
31-OCT-19,"70256003.001.000093473","AC","01","KWUN TONG",220,"","","N","SCFY",02-APR-19,01-APR-21
31-OCT-19,"70256367.001.000087727","AC","01","KWAI CHUNG",220,"","","N","SCFY",02-MAR-18,01-MAR-20
31-OCT-19,"70258678.001.000001970","AC","01","WAN CHAI",220,"","","N","SCFY",,
31-OCT-19,"70258678.001.000086523","AC","01","WAN CHAI",220,"","","N","SCFY",,
31-OCT-19,"70268065.001.000001971","AC","01","TSIM SHA TSUI EAST",220,"","","N","SCFY",31-MAR-19,30-MAR-21
31-OCT-19,"70268065.001.000083078","AC","01","TSIM SHA TSUI EAST",220,"","","N","SCFY",26-OCT-19,25-OCT-21
31-OCT-19,"70268313.001.000001973","AC","01","TSING YI",220,"","","N","SCFD",,
31-OCT-19,"70268313.002.000008939","AC","01","SHA TIN",220,"","","N","SCFD",,
31-OCT-19,"70268313.003.000013114","AC","01","TSING YI",220,"","","N","SCFD",,
31-OCT-19,"70280219.001.000001982","AC","01","CHAI WAN",219,"","","N","SCFY",19-MAR-18,18-JUL-20
31-OCT-19,"70280219.001.000052777","AC","01","CHAI WAN",219,"","","N","SCFY",19-MAR-18,18-JUL-20
31-OCT-19,"70287503.002.000019658","AC","01","SHA TIN",219,"","","N","SCFD",,
31-OCT-19,"70287503.005.000073892","AC","01","SHA TIN",219,"","","N","SCFD",,
31-OCT-19,"70307160.001.000002008","AC","01","WAN CHAI",219,"","","N","SCFY",26-APR-19,25-APR-21
31-OCT-19,"70307160.002.000030773","AC","01","TUEN MUN",219,"","","N","SCFY",21-SEP-19,20-SEP-21
31-OCT-19,"70307160.003.000051467","AC","01","TUEN MUN",219,"","","N","SCFY",18-MAY-18,17-MAY-20
31-OCT-19,"70343884.001.000002029","AC","01","TSING YI",218,"","","N","SCFD",,
31-AUG-19,"70352935.001.000059007","AC","01","NORTH POINT",218,"Sales Plan Not Attractive","Sales Plan Not Attractive","Y","SCFD",,
31-OCT-19,"70395462.004.000054831","AC","01","TSIM SHA TSUI",217,"","","N","SCFD",01-JAN-19,31-DEC-19
31-OCT-19,"70419114.001.000002096","AC","01","KWUN TONG",217,"","","N","SCFY",20-DEC-17,19-DEC-19
31-OCT-19,"70425947.001.000002098","AC","01","CENTRAL DISTRICT",217,"","","N","SCFD",,
31-OCT-19,"70440227.001.000002102","AC","01","HUNG HOM",217,"","","N","SCFY",12-FEB-18,11-FEB-20
31-OCT-19,"70440227.001.000077540","AC","01","HUNG HOM",217,"","","N","SCFY",26-FEB-18,25-FEB-20
31-OCT-19,"70598784.001.000002173","AC","01","CENTRAL DISTRICT",214,"","","N","SCFD",,
31-OCT-19,"70606371.001.000002183","AC","01","HUNG HOM",214,"","","N","SCFY",02-OCT-19,01-OCT-20
30-NOV-18,"70606389.002.000063860","AC","01","TSUEN WAN",214,"Downsizing / Cut cost","Downsizing / Cut cost","Y","SCFY",,
28-FEB-19,"70606389.002.000065385","AC","01","TSUEN WAN",214,"Downsizing / Cut cost","Downsizing / Cut cost","Y","SCFY",,
30-NOV-18,"70606389.002.000072372","AC","01","KOWLOON BAY",214,"Downsizing / Cut cost","Downsizing / Cut cost","Y","SCFY",,
31-OCT-19,"70617840.001.000002194","AC","01","KWUN TONG",213,"","","N","SCFY",,
31-OCT-19,"70619770.002.000068502","AC","01","TSUEN WAN",213,"","","N","SCFY",27-FEB-18,26-FEB-20
31-JAN-19,"70625140.001.000002202","AC","01","CENTRAL DISTRICT",213,"Migration Order","Migration Order","Y","SCFY",,
31-OCT-19,"70625140.001.000092866","AC","01","CENTRAL DISTRICT",213,"","","N","SCFY",24-JAN-19,23-JAN-21
31-OCT-19,"70625306.001.000002203","AC","01","CHEUNG SHA WAN",213,"","","N","SCFY",13-OCT-18,12-OCT-20
31-OCT-19,"70625306.001.000080913","AC","01","CHEUNG SHA WAN",213,"","","N","SCFY",12-OCT-18,11-OCT-20
31-OCT-19,"70631411.001.000002217","AC","01","TSING YI",213,"","","N","SCFD",,
31-OCT-19,"70635099.001.000077626","AC","01","WAN CHAI",213,"","","N","SCFD",07-MAR-18,06-MAR-20
30-JUN-19,"70637301.001.000002231","AC","01","HUNG HOM",213,"(R) Others","(R) Others","Y","SCFY",,
31-OCT-19,"70637301.001.000093728","AC","01","KOWLOON BAY",213,"","","N","SCFY",14-MAY-19,13-MAY-21
31-OCT-19,"70645684.001.000002252","AC","01","KWAI CHUNG",213,"","","N","SCFY",28-JUN-19,27-JUN-21
30-JUN-19,"70645684.001.000084289","AC","01","KWAI CHUNG",213,"Downsizing / Cut cost","Downsizing / Cut cost","Y","SCFY",,
31-OCT-19,"70655774.001.000039496","AC","01","SHEUNG WAN",212,"","","N","SCFY",,
31-OCT-19,"70655774.001.000089395","AC","01","SHEUNG WAN",212,"","","N","SCFY",,
31-OCT-19,"70661988.001.000002297","AC","01","CHAI WAN",212,"","","N","SCFY",26-JUN-17,25-DEC-20
31-OCT-19,"70666193.001.000002305","AC","01","TSUEN WAN",212,"","","N","SCFY",01-SEP-19,31-AUG-21
31-OCT-19,"70673025.001.000002320","AC","01","KWAI CHUNG",212,"","","N","SCFY",10-NOV-18,09-NOV-20
31-OCT-19,"70689120.001.000002345","AC","01","HUNG HOM",211,"","","N","SCFY",26-FEB-18,25-FEB-20
31-OCT-19,"70689120.001.000087670","AC","01","HUNG HOM",211,"","","N","SCFY",09-APR-18,08-APR-20
31-OCT-19,"70701693.001.000002378","AC","01","CENTRAL DISTRICT",211,"","","N","SCFY",28-DEC-17,27-DEC-19
31-OCT-19,"70704101.002.000086355","AC","01","KWAI CHUNG",211,"","","N","SCFY",06-NOV-18,05-NOV-20
31-OCT-19,"70704101.002.000093083","AC","01","KWAI CHUNG",211,"","","N","SCFY",15-FEB-19,14-FEB-21
31-OCT-19,"70705090.001.000002395","AC","01","MONG KOK",211,"","","N","SCFY",30-APR-18,29-APR-20
31-OCT-19,"70705090.001.000088589","AC","01","MONG KOK",211,"","","N","SCFY",11-MAY-18,10-MAY-20
31-OCT-19,"70712500.001.000002403","AC","01","TSING YI",211,"","","N","SCFD",,
31-OCT-19,"70712500.001.000011449","AC","01","SHAU KEI WAN",211,"","","N","SCFD",,
31-OCT-19,"70712500.001.000011842","AC","01","SHA TIN",211,"","","N","SCFD",,
31-OCT-19,"70712500.001.000016522","AC","01","SHAU KEI WAN",211,"","","N","SCFD",,
31-OCT-19,"70723168.002.000077805","AC","01","TAI PO",211,"","","N","SCFD",,
31-OCT-19,"70723291.001.000002428","AC","01","TAI PO",211,"","","N","SCFY",24-JUL-19,23-AUG-21
30-APR-19,"70723549.001.000002429","AC","01","QUARRY BAY",211,"Downsizing / Cut cost","Downsizing / Cut cost","Y","SCFY",,
30-APR-19,"70723549.001.000083136","AC","01","QUARRY BAY",211,"Downsizing / Cut cost","Downsizing / Cut cost","Y","SCFY",,
30-APR-19,"70723549.001.000083137","AC","01","QUARRY BAY",211,"Downsizing / Cut cost","Downsizing / Cut cost","Y","SCFY",,
31-OCT-19,"70723630.001.000002432","AC","01","TSUEN WAN",211,"","","N","SCFY",01-JUN-19,31-MAY-21
31-OCT-19,"70723630.001.000073405","AC","01","TSUEN WAN",211,"","","N","SCFY",01-JUN-19,31-MAY-21
31-OCT-19,"70723630.001.000073407","AC","01","TSUEN WAN",211,"","","N","SCFY",01-JUN-19,31-MAY-21
31-OCT-19,"70723754.001.000002438","AC","01","KWUN TONG",211,"","","N","SCFD",22-JUN-19,21-JUN-21
31-OCT-19,"70723754.002.000072760","AC","01","NORTH POINT",211,"","","N","SCFD",,
31-OCT-19,"70725445.002.000038055","AC","01","SHA TIN",211,"","","N","SCFY",11-FEB-19,10-FEB-21
31-OCT-19,"70739362.001.000002463","AC","01","TAI PO",210,"","","N","SCFD",01-APR-19,31-MAR-21
31-OCT-19,"70739834.003.000077398","AC","01","CENTRAL DISTRICT",210,"","","N","SCFD",,
31-OCT-19,"70742374.001.000002481","AC","01","MONG KOK",210,"","","N","SCFD",01-OCT-18,30-SEP-20
31-OCT-19,"70742762.004.000063128","AC","01","CHEUNG SHA WAN",210,"","","N","SCFD",21-DEC-18,20-DEC-20
31-OCT-19,"70749551.001.000002493","AC","01","CHAI WAN",210,"","","N","SCFY",12-MAR-19,11-MAR-21
30-APR-19,"70749551.001.000076111","AC","01","CHAI WAN",210,"Downsizing / Cut cost","Downsizing / Cut cost","Y","SCFY",,
30-APR-19,"70749551.001.000076112","AC","01","CHAI WAN",210,"Downsizing / Cut cost","Downsizing / Cut cost","Y","SCFY",,
30-APR-19,"70749551.001.000076114","AC","01","CHAI WAN",210,"Downsizing / Cut cost","Downsizing / Cut cost","Y","SCFY",,
31-OCT-19,"70755962.001.000002512","AC","01","WAN CHAI",210,"","","N","SCFY",01-NOV-18,31-OCT-20
31-OCT-19,"70755962.001.000054767","AC","01","WAN CHAI",210,"","","N","SCFY",01-NOV-18,31-OCT-20
31-OCT-18,"70760236.018.000077569","AC","01","HAPPY VALLEY",210,"No Reason Stated","No Reason Stated","Y","SCFD",,
31-OCT-19,"70773403.001.000002592","AC","01","HUNG HOM",210,"","","N","SCFY",08-JUL-19,07-JUL-21
31-OCT-19,"70773403.001.000083376","AC","01","HUNG HOM",210,"","","N","SCFY",22-JUN-19,21-JUN-21
31-OCT-19,"70773403.003.000058954","AC","01","HUNG HOM",210,"","","N","SCFY",06-JUL-19,05-JUL-21
31-OCT-18,"70776455.001.000002596","AC","01","CENTRAL DISTRICT",209,"No Reason Stated","No Reason Stated","Y","SCFD",,
31-OCT-19,"70778477.001.000002603","AC","01","CHAI WAN",209,"","","N","SCFY",19-DEC-18,18-DEC-20
31-OCT-19,"70778998.001.000002610","AC","01","WAN CHAI",209,"","","N","SCFY",01-FEB-18,31-JAN-20
31-OCT-19,"70779459.001.000002613","AC","01","HUNG HOM",209,"","","N","SCFY",17-JUN-18,16-JUN-20
30-APR-19,"70779459.002.000057479","AC","01","HUNG HOM",209,"Downsizing / Cut cost","Downsizing / Cut cost","Y","SCFY",,
31-OCT-19,"70781729.001.000002625","AC","01","KWUN TONG",209,"","","N","SCFY",,
31-OCT-19,"70793096.002.000065018","AC","01","SHAU KEI WAN",209,"","","N","SCFY",27-APR-19,26-APR-21
31-OCT-19,"70796198.001.000072303","AC","01","KWUN TONG",209,"","","N","SCFY",21-NOV-18,20-NOV-21
31-OCT-19,"70796198.003.000072304","AC","01","KWUN TONG",209,"","","N","SCFY",21-NOV-18,20-NOV-21
31-OCT-19,"70797279.001.000002653","AC","01","KWUN TONG",209,"","","N","SCFY",,
31-OCT-19,"70800602.001.000002661","IS","01","HUNG HOM",209,"","","N","SCFY",,
31-OCT-19,"70800602.001.000053071","IS","01","HUNG HOM",209,"","","N","SCFY",,
31-OCT-19,"70805114.001.000002687","AC","01","CAUSEWAY BAY",209,"","","N","SCFY",05-APR-19,04-APR-21
31-OCT-19,"70805114.001.000083004","AC","01","CAUSEWAY BAY",209,"","","N","SCFY",05-APR-19,04-APR-21
31-OCT-19,"70812938.001.000002712","AC","01","TSUEN WAN",209,"","","N","SCFY",29-JAN-18,28-APR-21
31-OCT-19,"70818869.001.000002740","AC","01","SHA TIN",209,"","","N","SCFY",01-DEC-17,30-NOV-19
31-OCT-19,"70820337.002.000018580","AC","01","WAN CHAI",209,"","","N","SCFY",01-DEC-18,30-NOV-20
31-OCT-19,"70826268.001.000002754","AC","01","MONG KOK",208,"","","N","SCFY",01-JUN-18,31-MAY-20
31-OCT-19,"70829304.001.000002768","AC","01","SHA TIN",208,"","","N","SCFD",,
31-OCT-19,"70833959.001.000002793","AC","01","TAI PO",208,"","","N","SCFY",01-JUN-18,31-OCT-21
31-OCT-19,"70838826.001.000002806","AC","01","HUNG HOM",208,"","","N","SCFY",17-APR-19,16-APR-21
31-OCT-19,"70838826.001.000088546","AC","01","HUNG HOM",208,"","","N","SCFY",27-APR-18,26-APR-20
30-JUN-19,"70838834.001.000002808","AC","01","YAU MA TEI",208,"Network Problem","Network Problem","Y","SCFY",,
31-OCT-19,"70840293.001.000053799","AC","01","WAN CHAI",208,"","","N","SCFY",20-AUG-18,19-AUG-20
31-OCT-19,"70843727.001.000002829","AC","01","SHA TIN",208,"","","N","SCFY",26-MAR-18,25-MAR-20
31-OCT-19,"70843727.001.000028377","AC","01","SHA TIN",208,"","","N","SCFY",26-MAR-18,25-MAR-20
31-OCT-19,"70843727.001.000087628","AC","01","SHA TIN",208,"","","N","SCFY",26-FEB-18,25-FEB-20
31-OCT-19,"70843834.001.000002831","AC","01","HUNG HOM",208,"","","N","SCFY",03-JUL-19,02-JUL-21
31-DEC-18,"70845607.001.000002850","AC","01","SHEUNG WAN",208,"Downsizing / Cut cost","Downsizing / Cut cost","Y","SCFD",,
31-OCT-19,"70845680.001.000002852","AC","01","TSUEN WAN",208,"","","N","SCFY",01-JUN-19,31-MAY-21
31-OCT-19,"70845680.001.000083532","AC","01","TSUEN WAN",208,"","","N","SCFY",01-JUN-19,31-MAY-21
31-OCT-19,"70860291.001.000002897","AC","01","TO KWA WAN",208,"","","N","SCFY",30-AUG-18,29-AUG-20
31-OCT-19,"70862206.002.000056634","AC","01","HUNG HOM",208,"","","N","SCFY",15-FEB-19,14-FEB-21
31-OCT-19,"70867130.001.000002923","AC","01","KWAI CHUNG",207,"","","N","SCFY",23-OCT-19,22-OCT-21
31-OCT-19,"70870456.001.000002933","AC","01","SAN PO KONG",207,"","","N","SCFY",28-DEC-17,27-DEC-19
31-OCT-19,"70872353.001.000002946","AC","01","HUNG HOM",207,"","","N","SCFY",28-AUG-18,27-AUG-20
31-OCT-19,"70873476.001.000002953","AC","01","TSIM SHA TSUI",207,"","","N","SCFY",01-OCT-19,30-SEP-21
31-OCT-19,"70873625.001.000002957","AC","01","WAN CHAI",207,"","","N","SCFY",31-OCT-19,30-OCT-21
31-OCT-19,"70878277.001.000002965","AC","01","TSING YI",207,"","","N","SCFD",,
31-OCT-19,"70884515.001.000002979","AC","01","TSUEN WAN",207,"","","N","SCFY",20-AUG-18,19-AUG-20
31-OCT-19,"70884515.001.000084870","AC","01","TSUEN WAN",207,"","","N","SCFY",16-AUG-19,15-AUG-20
31-OCT-19,"70889340.001.000003012","AC","01","KOWLOON BAY",207,"","","N","SCFY",01-DEC-18,30-NOV-20
31-OCT-19,"70889340.001.000055122","AC","01","KOWLOON BAY",207,"","","N","SCFY",01-DEC-18,30-NOV-20
31-OCT-19,"70889803.001.000003019","AC","01","HUNG HOM",207,"","","N","SCFY",01-DEC-18,30-NOV-20
31-OCT-19,"70889803.001.000075530","AC","01","HUNG HOM",207,"","","N","SCFY",26-NOV-18,25-NOV-20
31-OCT-19,"70891353.001.000003026","AC","01","CAUSEWAY BAY",207,"","","N","SCFY",,
31-OCT-19,"70892963.001.000003039","AC","01","ABERDEEN",207,"","","N","SCFY",01-SEP-18,31-AUG-20
31-OCT-19,"70892963.001.000030264","AC","01","AP LEI CHAU",207,"","","N","SCFY",01-SEP-18,31-AUG-20
31-OCT-19,"70892963.001.000089760","AC","01","AP LEI CHAU",207,"","","N","SCFY",03-SEP-18,02-SEP-20
31-OCT-19,"70898754.001.000003067","AC","01","SHEUNG WAN",207,"","","N","SCFY",13-NOV-17,12-AUG-20
31-OCT-19,"70898754.001.000086279","AC","01","SHEUNG WAN",207,"","","N","SCFY",,
31-OCT-19,"70899166.001.000003071","AC","01","KOWLOON BAY",207,"","","N","SCFY",09-JUN-19,08-JUN-20
31-OCT-19,"70901186.001.000013684","AC","01","KWAI CHUNG",207,"","","N","SCFD",01-APR-19,31-MAR-21
31-OCT-19,"70902770.001.000003103","AC","01","TO KWA WAN",207,"","","N","SCFY",30-APR-19,29-APR-21
31-OCT-19,"70904644.001.000003111","AC","01","KWUN TONG",207,"","","N","SCFY",15-APR-19,14-APR-21
31-OCT-19,"70911284.001.000003138","AC","01","CAUSEWAY BAY",207,"","","N","SCFY",16-OCT-19,15-OCT-21
31-OCT-19,"70911284.001.000025003","AC","01","CAUSEWAY BAY",207,"","","N","SCFY",16-OCT-19,15-OCT-21
31-OCT-19,"70911284.001.000086005","AC","01","CAUSEWAY BAY",207,"","","N","SCFY",,
31-OCT-19,"70911755.001.000081713","AC","01","KOWLOON BAY",207,"","","N","SCFD",12-DEC-18,11-DEC-20
31-OCT-19,"70911755.002.000084029","AC","01","KOWLOON BAY",207,"","","N","SCFD",11-JUL-17,10-JUL-20
31-OCT-19,"70911771.001.000003142","AC","01","TSIM SHA TSUI EAST",207,"","","N","SCFY",21-DEC-17,20-DEC-19
31-OCT-19,"70917224.001.000076044","AC","01","CAUSEWAY BAY",207,"","","N","SCFD",25-NOV-18,24-NOV-19
31-OCT-19,"70917224.001.000082813","AC","01","KWAI CHUNG",207,"","","N","SCFD",31-MAR-19,30-MAR-20
